polyglot,time,langDedect,time,langid,time,fasttext,time
3,0.0002,3,0.0164,3,0.003,3,0.0004
3,0.0001,3,0.0164,3,0.0027,3,0.0003
3,0.0002,3,0.016,3,0.0029,3,0.0003
2,0.0002,2,0.0451,3,0.0038,7,0.0004
2,0.0002,1,0.0305,1,0.0033,7,0.0003
1,0.0002,1,0.0265,1,0.0031,2,0.0004
2,0.0002,1,0.025,1,0.0031,2,0.0003
2,0.0002,2,0.0417,7,0.0037,7,0.0004
1,0.0002,1,0.0301,1,0.0032,2,0.0004
2,0.0002,1,0.0234,1,0.0031,2,0.0003
2,0.0002,1,0.0297,2,0.0035,2,0.0004
2,0.0002,2,0.0376,3,0.0039,7,0.0004
2,0.0002,1,0.0374,1,0.0034,7,0.0004
2,0.0002,1,0.0282,1,0.0032,7,0.0004
2,0.0004,1,0.0319,1,0.0031,7,0.0004
7,0.0002,1,0.0371,1,0.0034,7,0.0004
2,0.0002,2,0.039,1,0.0033,7,0.0004
2,0.0002,1,0.0197,1,0.0031,2,0.0004
7,0.0002,1,0.0469,1,0.0036,3,0.0005
7,0.0002,7,0.0402,3,0.0041,3,0.0006
7,0.0002,2,0.0495,3,0.0036,3,0.0005
7,0.0002,7,0.0384,3,0.0034,7,0.0004
1,0.0002,1,0.0253,1,0.0031,1,0.0004
1,0.0001,1,0.0211,1,0.0028,2,0.0003
2,0.0003,1,0.0219,1,0.0029,2,0.0003
1,0.0002,1,0.0213,1,0.0028,2,0.0003
7,0.0002,7,0.0435,7,0.0037,7,0.0005
1,0.0002,1,0.0257,1,0.003,2,0.0004
2,0.0002,7,0.0725,1,0.0037,3,0.0005
7,0.0002,3,0.0483,3,0.0042,3,0.0007
1,0.0002,1,0.0264,1,0.003,2,0.0004
2,0.0002,2,0.0401,1,0.0034,3,0.0005
1,0.0001,1,0.0201,1,0.0027,1,0.0003
1,0.0002,1,0.0278,1,0.0031,2,0.0003
2,0.0002,1,0.0249,2,0.0037,7,0.0004
2,0.0003,7,0.0551,3,0.0054,7,0.0008
2,0.0002,1,0.0241,1,0.0033,7,0.0003
7,0.0002,2,0.0558,7,0.0039,7,0.0005
2,0.0002,2,0.0495,2,0.0035,7,0.0004
2,0.0002,1,0.0205,1,0.0031,2,0.0003
2,0.0002,2,0.0334,1,0.0033,7,0.0004
7,0.0002,7,0.0376,7,0.0045,7,0.0006
2,0.0002,1,0.0362,1,0.0034,7,0.0004
1,0.0001,1,0.0176,1,0.0029,2,0.0003
2,0.0002,2,0.0335,2,0.0035,7,0.0004
7,0.0002,7,0.0564,7,0.0043,7,0.0005
2,0.0004,1,0.0228,1,0.003,2,0.0003
7,0.0002,3,0.0373,3,0.0046,7,0.0005
7,0.0002,3,0.0386,3,0.0046,7,0.0006
2,0.0002,7,0.0433,2,0.0038,7,0.0004
2,0.0002,1,0.0279,2,0.0032,7,0.0003
2,0.0002,1,0.0394,2,0.0034,7,0.0004
2,0.0002,2,0.0448,7,0.0038,7,0.0005
2,0.0002,2,0.0528,3,0.004,7,0.0004
7,0.0002,2,0.0246,2,0.0036,7,0.0004
2,0.0002,2,0.0236,3,0.0035,7,0.0004
2,0.0002,2,0.0392,7,0.0036,7,0.0004
2,0.0003,1,0.0252,1,0.0035,7,0.0003
2,0.0002,7,0.0534,3,0.0041,7,0.0004
1,0.0002,1,0.0204,1,0.003,2,0.0003
2,0.0002,7,0.0516,3,0.0044,7,0.0005
7,0.0002,2,0.0305,3,0.0071,7,0.0004
7,0.0002,7,0.0502,3,0.0044,3,0.0006
7,0.0002,3,0.0461,7,0.0036,7,0.0005
7,0.0002,3,0.0389,3,0.0045,7,0.0006
2,0.0002,2,0.0346,2,0.0035,7,0.0004
2,0.0002,2,0.0483,2,0.0035,7,0.0004
1,0.0002,1,0.0212,1,0.0029,2,0.0004
